TRADEDATE,close,ret,date_raw,key_rate,inflation,inflation_target
2019-06-21,2761.23,-0.0068232501258901,6.2019,7.5,4.7,4.0
2019-06-24,2762.65,0.0005142635709447,6.2019,7.5,4.7,4.0
2019-06-25,2753.96,-0.0031455305594266,6.2019,7.5,4.7,4.0
2019-06-26,2775.14,0.0076907435111619,6.2019,7.5,4.7,4.0
2019-06-27,2779.66,0.0016287466578261,6.2019,7.5,4.7,4.0
2019-06-28,2765.85,-0.0049682335249634,6.2019,7.5,4.7,4.0
2019-07-01,2801.47,0.0128785002802032,7.2019,7.25,4.6,4.0
2019-07-02,2809.81,0.0029770084991094,7.2019,7.25,4.6,4.0
2019-07-03,2823.95,0.005032368736676,7.2019,7.25,4.6,4.0
2019-07-04,2842.78,0.0066679650843677,7.2019,7.25,4.6,4.0
2019-07-05,2835.35,-0.002613638762057,7.2019,7.25,4.6,4.0
2019-07-08,2822.55,-0.0045144338441461,7.2019,7.25,4.6,4.0
2019-07-09,2822.66,3.897185169421391e-05,7.2019,7.25,4.6,4.0
2019-07-10,2822.75,3.1884817866867365e-05,7.2019,7.25,4.6,4.0
2019-07-11,2789.66,-0.0117226109290585,7.2019,7.25,4.6,4.0
2019-07-12,2777.58,-0.0043302768079264,7.2019,7.25,4.6,4.0
2019-07-15,2756.44,-0.0076109418990631,7.2019,7.25,4.6,4.0
2019-07-16,2755.88,-0.000203160598453,7.2019,7.25,4.6,4.0
2019-07-17,2713.17,-0.0154977720365182,7.2019,7.25,4.6,4.0
2019-07-18,2702.59,-0.003899497635607,7.2019,7.25,4.6,4.0
2019-07-19,2700.57,-0.0007474311678796,7.2019,7.25,4.6,4.0
2019-07-22,2684.25,-0.0060431686643931,7.2019,7.25,4.6,4.0
2019-07-23,2701.06,0.0062624569246529,7.2019,7.25,4.6,4.0
2019-07-24,2682.91,-0.0067195841632544,7.2019,7.25,4.6,4.0
2019-07-25,2701.02,0.0067501332508359,7.2019,7.25,4.6,4.0
2019-07-26,2715.68,0.0054275792108164,7.2019,7.25,4.6,4.0
2019-07-29,2728.27,0.0046360395922937,7.2019,7.25,4.6,4.0
2019-07-30,2734.68,0.0023494742089309,7.2019,7.25,4.6,4.0
2019-07-31,2739.5,0.0017625462576975,7.2019,7.25,4.6,4.0
2019-08-01,2729.42,-0.0036795035590435,8.2019,7.25,4.3,4.0
2019-08-02,2674.9,-0.0199749397307852,8.2019,7.25,4.3,4.0
2019-08-05,2649.16,-0.0096227896369958,8.2019,7.25,4.3,4.0
2019-08-06,2683.35,0.0129059777438886,8.2019,7.25,4.3,4.0
2019-08-07,2674.98,-0.0031192352842528,8.2019,7.25,4.3,4.0
2019-08-08,2696.69,0.0081159485304562,8.2019,7.25,4.3,4.0
2019-08-09,2679.71,-0.0062966080639599,8.2019,7.25,4.3,4.0
2019-08-12,2689.93,0.0038138455280607,8.2019,7.25,4.3,4.0
2019-08-13,2680.12,-0.0036469350503544,8.2019,7.25,4.3,4.0
2019-08-14,2637.04,-0.0160739071384863,8.2019,7.25,4.3,4.0
2019-08-15,2625.58,-0.0043457816339532,8.2019,7.25,4.3,4.0
2019-08-16,2615.2,-0.0039534121984475,8.2019,7.25,4.3,4.0
2019-08-19,2648.09,0.0125764759865403,8.2019,7.25,4.3,4.0
2019-08-20,2672.84,0.0093463590738984,8.2019,7.25,4.3,4.0
2019-08-21,2673.95,0.0004152886068748,8.2019,7.25,4.3,4.0
2019-08-22,2675.13,0.000441294713813,8.2019,7.25,4.3,4.0
2019-08-23,2660.74,-0.0053791778343483,8.2019,7.25,4.3,4.0
2019-08-26,2658.24,-0.0009395882348519,8.2019,7.25,4.3,4.0
2019-08-27,2659.35,0.0004175695196821,8.2019,7.25,4.3,4.0
2019-08-28,2677.31,0.0067535299979317,8.2019,7.25,4.3,4.0
2019-08-29,2714.25,0.0137974310035071,8.2019,7.25,4.3,4.0
2019-08-30,2740.04,0.0095017039697891,8.2019,7.25,4.3,4.0
2019-09-02,2773.01,0.0120326710558971,9.2019,7.0,4.0,4.0
2019-09-03,2774.2,0.0004291365700086,9.2019,7.0,4.0,4.0
2019-09-04,2793.36,0.0069064955662894,9.2019,7.0,4.0,4.0
2019-09-05,2807.06,0.0049044877853194,9.2019,7.0,4.0,4.0
2019-09-06,2797.55,-0.0033878862582202,9.2019,7.0,4.0,4.0
2019-09-09,2786.63,-0.0039034154885525,9.2019,7.0,4.0,4.0
2019-09-10,2787.52,0.0003193821928277,9.2019,7.0,4.0,4.0
2019-09-11,2817.05,0.0105936459648721,9.2019,7.0,4.0,4.0
2019-09-12,2799.99,-0.0060559805470262,9.2019,7.0,4.0,4.0
2019-09-13,2791.74,-0.0029464390944253,9.2019,7.0,4.0,4.0
2019-09-16,2834.32,0.0152521366602909,9.2019,7.0,4.0,4.0
2019-09-17,2820.86,-0.0047489344886957,9.2019,7.0,4.0,4.0
2019-09-18,2818.6,-0.0008011741100232,9.2019,7.0,4.0,4.0
2019-09-19,2794.77,-0.0084545519052011,9.2019,7.0,4.0,4.0
2019-09-20,2796.41,0.0005868103636434,9.2019,7.0,4.0,4.0
2019-09-23,2785.46,-0.0039157348171404,9.2019,7.0,4.0,4.0
2019-09-24,2754.53,-0.0111040905272378,9.2019,7.0,4.0,4.0
2019-09-25,2760.29,0.0020911008411597,9.2019,7.0,4.0,4.0
2019-09-26,2772.7,0.0044959044158403,9.2019,7.0,4.0,4.0
2019-09-27,2757.98,-0.0053089046777508,9.2019,7.0,4.0,4.0
2019-09-30,2747.18,-0.0039159094699744,9.2019,7.0,4.0,4.0
2019-10-01,2758.83,0.0042407122940615,10.2019,6.5,3.8,4.0
2019-10-02,2719.39,-0.0142959152974267,10.2019,6.5,3.8,4.0
2019-10-03,2707.47,-0.0043833359687283,10.2019,6.5,3.8,4.0
2019-10-04,2692.55,-0.0055106797120557,10.2019,6.5,3.8,4.0
2019-10-07,2719.22,0.0099051085402313,10.2019,6.5,3.8,4.0
2019-10-08,2707.89,-0.0041666360206235,10.2019,6.5,3.8,4.0
2019-10-09,2713.02,0.0018944639553306,10.2019,6.5,3.8,4.0
2019-10-10,2721.51,0.0031293540040251,10.2019,6.5,3.8,4.0
2019-10-11,2708.07,-0.004938434912971,10.2019,6.5,3.8,4.0
2019-10-14,2697.46,-0.0039179194038558,10.2019,6.5,3.8,4.0
2019-10-15,2715.26,0.0065988003529247,10.2019,6.5,3.8,4.0
2019-10-16,2744.35,0.0107135228302261,10.2019,6.5,3.8,4.0
2019-10-17,2748.64,0.001563211689471,10.2019,6.5,3.8,4.0
2019-10-18,2752.91,0.0015534955468885,10.2019,6.5,3.8,4.0
2019-10-21,2761.15,0.0029931962904707,10.2019,6.5,3.8,4.0
2019-10-22,2802.23,0.0148778588631548,10.2019,6.5,3.8,4.0
2019-10-23,2821.58,0.0069052147753752,10.2019,6.5,3.8,4.0
2019-10-24,2877.05,0.0196591980379787,10.2019,6.5,3.8,4.0
2019-10-25,2873.41,-0.0012651848247338,10.2019,6.5,3.8,4.0
2019-10-28,2856.91,-0.0057423061797654,10.2019,6.5,3.8,4.0
2019-10-29,2886.48,0.0103503435529996,10.2019,6.5,3.8,4.0
2019-10-30,2911.15,0.0085467420526039,10.2019,6.5,3.8,4.0
2019-10-31,2893.98,-0.0058980128128059,10.2019,6.5,3.8,4.0
2019-11-01,2930.4,0.012584744884208,11.2019,6.5,3.5,4.0
2019-11-05,2949.55,0.006534944034944,11.2019,6.5,3.5,4.0
2019-11-06,2980.84,0.0106083978912037,11.2019,6.5,3.5,4.0
2019-11-07,3008.54,0.0092926825995356,11.2019,6.5,3.5,4.0
2019-11-08,2973.19,-0.0117498853264373,11.2019,6.5,3.5,4.0
2019-11-11,2961.46,-0.0039452574507515,11.2019,6.5,3.5,4.0
2019-11-12,2951.16,-0.0034780142227145,11.2019,6.5,3.5,4.0
2019-11-13,2933.89,-0.0058519361878041,11.2019,6.5,3.5,4.0
2019-11-14,2922.45,-0.0038992600267904,11.2019,6.5,3.5,4.0
2019-11-15,2934.82,0.0042327499187326,11.2019,6.5,3.5,4.0
2019-11-18,2924.48,-0.0035232143708984,11.2019,6.5,3.5,4.0
2019-11-19,2941.69,0.005884806871649,11.2019,6.5,3.5,4.0
2019-11-20,2936.47,-0.0017744901740156,11.2019,6.5,3.5,4.0
2019-11-21,2942.6,0.0020875404822797,11.2019,6.5,3.5,4.0
2019-11-22,2947.68,0.0017263644396112,11.2019,6.5,3.5,4.0
2019-11-25,2955.32,0.0025918688595778,11.2019,6.5,3.5,4.0
2019-11-26,2930.62,-0.0083578089682336,11.2019,6.5,3.5,4.0
2019-11-27,2929.05,-0.0005357228163322,11.2019,6.5,3.5,4.0
2019-11-28,2927.57,-0.0005052832829757,11.2019,6.5,3.5,4.0
2019-11-29,2935.37,0.0026643257035696,11.2019,6.5,3.5,4.0
2019-12-02,2921.18,-0.0048341435662284,12.2019,6.25,3.0,4.0
2019-12-03,2883.48,-0.0129057435693794,12.2019,6.25,3.0,4.0
2019-12-04,2900.66,0.0059580784330044,12.2019,6.25,3.0,4.0
2019-12-05,2899.29,-0.0004723063027034,12.2019,6.25,3.0,4.0
2019-12-06,2928.76,0.0101645575296021,12.2019,6.25,3.0,4.0
2019-12-09,2945.03,0.0055552520520629,12.2019,6.25,3.0,4.0
2019-12-10,2932.4,-0.0042885811010414,12.2019,6.25,3.0,4.0
2019-12-11,2954.4,0.0075023871231756,12.2019,6.25,3.0,4.0
2019-12-12,2982.86,0.0096330896290279,12.2019,6.25,3.0,4.0
2019-12-13,2996.63,0.0046163748885297,12.2019,6.25,3.0,4.0
2019-12-16,3006.16,0.0031802391352953,12.2019,6.25,3.0,4.0
2019-12-17,3013.29,0.0023717965776939,12.2019,6.25,3.0,4.0
2019-12-18,3023.92,0.0035277055975362,12.2019,6.25,3.0,4.0
2019-12-19,3008.39,-0.0051357178761343,12.2019,6.25,3.0,4.0
2019-12-20,3015.93,0.0025063239806009,12.2019,6.25,3.0,4.0
2019-12-23,3033.81,0.0059285195611304,12.2019,6.25,3.0,4.0
2019-12-24,3030.59,-0.0010613716745609,12.2019,6.25,3.0,4.0
2019-12-25,3030.84,8.249218798983549e-05,12.2019,6.25,3.0,4.0
2019-12-26,3031.67,0.0002738514735187,12.2019,6.25,3.0,4.0
2019-12-27,3050.47,0.0062012026374902,12.2019,6.25,3.0,4.0
2019-12-30,3045.87,-0.0015079643464777,12.2019,6.25,3.0,4.0
2020-01-03,3076.37,0.0100135593442924,1.202,6.25,2.4,4.0
2020-01-06,3078.87,0.0008126460731316,1.202,6.25,2.4,4.0
2020-01-08,3110.06,0.0101303400273478,1.202,6.25,2.4,4.0
2020-01-09,3118.08,0.0025787283846614,1.202,6.25,2.4,4.0
2020-01-10,3123.66,0.0017895628078816,1.202,6.25,2.4,4.0
2020-01-13,3151.69,0.0089734478144229,1.202,6.25,2.4,4.0
2020-01-14,3129.77,-0.0069549987467041,1.202,6.25,2.4,4.0
2020-01-15,3132.63,0.0009138051677919,1.202,6.25,2.4,4.0
2020-01-16,3157.23,0.0078528265387229,1.202,6.25,2.4,4.0
2020-01-17,3196.88,0.0125584768927193,1.202,6.25,2.4,4.0
2020-01-20,3219.92,0.0072070268511799,1.202,6.25,2.4,4.0
2020-01-21,3209.22,-0.0033230639270541,1.202,6.25,2.4,4.0
2020-01-22,3174.62,-0.0107814359875607,1.202,6.25,2.4,4.0
2020-01-23,3141.2,-0.0105272442056056,1.202,6.25,2.4,4.0
2020-01-24,3146.2,0.0015917483764167,1.202,6.25,2.4,4.0
2020-01-27,3085.16,-0.0194011823787425,1.202,6.25,2.4,4.0
2020-01-28,3113.1,0.009056256401613,1.202,6.25,2.4,4.0
2020-01-29,3128.8,0.005043204522823,1.202,6.25,2.4,4.0
2020-01-30,3108.58,-0.0064625415494758,1.202,6.25,2.4,4.0
2020-01-31,3076.65,-0.0102715709423595,1.202,6.25,2.4,4.0
2020-02-03,3070.84,-0.0018884175970617,2.202,6.0,2.3,4.0
2020-02-04,3097.6,0.0087142280288128,2.202,6.0,2.3,4.0
2020-02-05,3114.25,0.0053751291322314,2.202,6.0,2.3,4.0
2020-02-06,3096.68,-0.005641807818897,2.202,6.0,2.3,4.0
2020-02-07,3087.63,-0.0029224847255769,2.202,6.0,2.3,4.0
2020-02-10,3062.41,-0.0081680771335944,2.202,6.0,2.3,4.0
2020-02-11,3097.58,0.01148441913395,2.202,6.0,2.3,4.0
2020-02-12,3122.27,0.0079707384474332,2.202,6.0,2.3,4.0
2020-02-13,3110.05,-0.0039138191123765,2.202,6.0,2.3,4.0
2020-02-14,3096.88,-0.0042346586067748,2.202,6.0,2.3,4.0
2020-02-17,3110.06,0.0042558962568779,2.202,6.0,2.3,4.0
2020-02-18,3074.05,-0.0115785547545705,2.202,6.0,2.3,4.0
2020-02-19,3114.57,0.0131813080463882,2.202,6.0,2.3,4.0
2020-02-20,3125.1,0.0033808840385669,2.202,6.0,2.3,4.0
2020-02-21,3106.03,-0.0061022047294485,2.202,6.0,2.3,4.0
2020-02-25,3002.68,-0.0332739864070856,2.202,6.0,2.3,4.0
2020-02-26,3017.42,0.0049089480064477,2.202,6.0,2.3,4.0
2020-02-27,2915.84,-0.0336645213460505,2.202,6.0,2.3,4.0
2020-02-28,2785.08,-0.0448447102721686,2.202,6.0,2.3,4.0
2020-03-02,2765.77,-0.006933373547618,3.202,6.0,2.5,4.0
2020-03-03,2821.37,0.0201029008196631,3.202,6.0,2.5,4.0
2020-03-04,2828.01,0.0023534665782936,3.202,6.0,2.5,4.0
2020-03-05,2816.7,-0.0039992786447008,3.202,6.0,2.5,4.0
2020-03-06,2719.51,-0.0345049171015726,3.202,6.0,2.5,4.0
2020-03-10,2498.94,-0.0811065228662516,3.202,6.0,2.5,4.0
2020-03-11,2492.88,-0.0024250282119618,3.202,6.0,2.5,4.0
2020-03-12,2286.4,-0.082827893841661,3.202,6.0,2.5,4.0
2020-03-13,2316.38,0.0131123163051085,3.202,6.0,2.5,4.0
2020-03-16,2266.9,-0.0213609166026299,3.202,6.0,2.5,4.0
2020-03-17,2224.74,-0.0185980854911995,3.202,6.0,2.5,4.0
2020-03-18,2112.64,-0.0503879104974064,3.202,6.0,2.5,4.0
2020-03-19,2275.7,0.07718305059073,3.202,6.0,2.5,4.0
2020-03-20,2331.61,0.0245682647097598,3.202,6.0,2.5,4.0
2020-03-23,2253.35,-0.0335647899948963,3.202,6.0,2.5,4.0
2020-03-24,2415.97,0.0721681052654934,3.202,6.0,2.5,4.0
2020-03-25,2452.69,0.0151988642243074,3.202,6.0,2.5,4.0
2020-03-26,2489.97,0.0151996379485379,3.202,6.0,2.5,4.0
2020-03-27,2401.11,-0.035687176953939,3.202,6.0,2.5,4.0
2020-03-30,2433.35,0.0134271232888121,3.202,6.0,2.5,4.0
2020-03-31,2508.81,0.0310107465017364,3.202,6.0,2.5,4.0
2020-04-01,2473.61,-0.0140305563195298,4.202,5.5,3.1,4.0
2020-04-02,2545.95,0.0292447071284478,4.202,5.5,3.1,4.0
2020-04-03,2572.23,0.0103222765568844,4.202,5.5,3.1,4.0
2020-04-06,2622.59,0.01957834252769,4.202,5.5,3.1,4.0
2020-04-07,2634.74,0.0046328248029618,4.202,5.5,3.1,4.0
2020-04-08,2670.12,0.0134282699621215,4.202,5.5,3.1,4.0
2020-04-09,2701.77,0.0118533998471979,4.202,5.5,3.1,4.0
2020-04-10,2677.86,-0.0088497540501226,4.202,5.5,3.1,4.0
2020-04-13,2628.85,-0.0183019276586529,4.202,5.5,3.1,4.0
2020-04-14,2631.83,0.0011335755178119,4.202,5.5,3.1,4.0
2020-04-15,2498.94,-0.0504933829312682,4.202,5.5,3.1,4.0
2020-04-16,2515.05,0.006446733414968,4.202,5.5,3.1,4.0
2020-04-17,2534.97,0.007920319675553,4.202,5.5,3.1,4.0
2020-04-20,2525.97,-0.0035503378738209,4.202,5.5,3.1,4.0
2020-04-21,2488.02,-0.0150239314006104,4.202,5.5,3.1,4.0
2020-04-22,2573.41,0.0343204636618676,4.202,5.5,3.1,4.0
2020-04-23,2599.41,0.0101033259371805,4.202,5.5,3.1,4.0
2020-04-24,2562.03,-0.0143801862730387,4.202,5.5,3.1,4.0
2020-04-27,2570.91,0.0034660015690681,4.202,5.5,3.1,4.0
2020-04-28,2612.24,0.016076019775099,4.202,5.5,3.1,4.0
2020-04-29,2663.14,0.0194851927847365,4.202,5.5,3.1,4.0
2020-04-30,2650.56,-0.0047237471556133,4.202,5.5,3.1,4.0
2020-05-04,2624.64,-0.0097790655559579,5.202,5.5,3.0,4.0
2020-05-05,2653.51,0.0109996037551818,5.202,5.5,3.0,4.0
2020-05-06,2632.1,-0.0080685582492624,5.202,5.5,3.0,4.0
2020-05-07,2634.0,0.0007218570722997,5.202,5.5,3.0,4.0
2020-05-08,2641.55,0.0028663629460896,5.202,5.5,3.0,4.0
2020-05-12,2642.04,0.0001854971512935,5.202,5.5,3.0,4.0
2020-05-13,2604.98,-0.0140270397117379,5.202,5.5,3.0,4.0
2020-05-14,2590.31,-0.0056315211633103,5.202,5.5,3.0,4.0
2020-05-15,2593.91,0.0013897950438364,5.202,5.5,3.0,4.0
2020-05-18,2694.25,0.0386829149816301,5.202,5.5,3.0,4.0
2020-05-19,2711.72,0.0064841792706689,5.202,5.5,3.0,4.0
2020-05-20,2770.79,0.0217832224565959,5.202,5.5,3.0,4.0
2020-05-21,2718.67,-0.0188105197434665,5.202,5.5,3.0,4.0
2020-05-22,2709.38,-0.0034171120437567,5.202,5.5,3.0,4.0
2020-05-25,2757.93,0.0179192287534415,5.202,5.5,3.0,4.0
2020-05-26,2754.04,-0.0014104781484663,5.202,5.5,3.0,4.0
2020-05-27,2741.02,-0.0047276001800991,5.202,5.5,3.0,4.0
2020-05-28,2779.98,0.0142136868756885,5.202,5.5,3.0,4.0
2020-05-29,2734.83,-0.0162411240368636,5.202,5.5,3.0,4.0
2020-06-01,2750.24,0.0056347195255279,6.202,4.5,3.2,4.0
2020-06-02,2796.51,0.0168239862702892,6.202,4.5,3.2,4.0
2020-06-03,2831.08,0.012361836717909,6.202,4.5,3.2,4.0
2020-06-04,2766.26,-0.0228958559984174,6.202,4.5,3.2,4.0
2020-06-05,2792.74,0.0095724913782506,6.202,4.5,3.2,4.0
2020-06-08,2796.3,0.0012747337739997,6.202,4.5,3.2,4.0
2020-06-09,2795.9,-0.0001430461681507,6.202,4.5,3.2,4.0
2020-06-10,2785.18,-0.0038341857720234,6.202,4.5,3.2,4.0
2020-06-11,2743.8,-0.0148572085107604,6.202,4.5,3.2,4.0
2020-06-15,2719.06,-0.0090166921787303,6.202,4.5,3.2,4.0
2020-06-16,2748.3,0.010753716357859,6.202,4.5,3.2,4.0
2020-06-17,2740.1,-0.0029836626278063,6.202,4.5,3.2,4.0
2020-06-18,2724.33,-0.0057552644064085,6.202,4.5,3.2,4.0
2020-06-19,2758.67,0.0126049340571809,6.202,4.5,3.2,4.0
2020-06-22,2763.29,0.0016747200643787,6.202,4.5,3.2,4.0
2020-06-23,2791.97,0.0103789323596148,6.202,4.5,3.2,4.0
2020-06-25,2760.75,-0.0111820685752352,6.202,4.5,3.2,4.0
2020-06-26,2761.74,0.0003585982070088,6.202,4.5,3.2,4.0
2020-06-29,2767.95,0.0022485824154336,6.202,4.5,3.2,4.0
2020-06-30,2743.2,-0.0089416355064216,6.202,4.5,3.2,4.0
2020-07-02,2788.79,0.016619276757072,7.202,4.25,3.4,4.0
2020-07-03,2801.66,0.0046149046719186,7.202,4.25,3.4,4.0
2020-07-06,2835.18,0.0119643354297094,7.202,4.25,3.4,4.0
2020-07-07,2825.21,-0.0035165315782418,7.202,4.25,3.4,4.0
2020-07-08,2815.83,-0.0033201071778735,7.202,4.25,3.4,4.0
2020-07-09,2782.43,-0.0118615115259088,7.202,4.25,3.4,4.0
2020-07-10,2800.94,0.0066524584625669,7.202,4.25,3.4,4.0
2020-07-13,2766.79,-0.0121923354302484,7.202,4.25,3.4,4.0
2020-07-14,2744.54,-0.0080418101843652,7.202,4.25,3.4,4.0
2020-07-15,2747.91,0.0012278924701407,7.202,4.25,3.4,4.0
2020-07-16,2760.01,0.004403346543373,7.202,4.25,3.4,4.0
2020-07-17,2774.79,0.0053550530614019,7.202,4.25,3.4,4.0
2020-07-20,2802.24,0.0098926405241477,7.202,4.25,3.4,4.0
2020-07-21,2825.71,0.0083754425031403,7.202,4.25,3.4,4.0
2020-07-22,2834.65,0.0031638066185135,7.202,4.25,3.4,4.0
2020-07-23,2851.79,0.006046601873247,7.202,4.25,3.4,4.0
2020-07-24,2863.12,0.0039729433092898,7.202,4.25,3.4,4.0
2020-07-27,2884.88,0.0076001005895667,7.202,4.25,3.4,4.0
2020-07-28,2895.45,0.0036639305621029,7.202,4.25,3.4,4.0
2020-07-29,2918.42,0.0079331364727417,7.202,4.25,3.4,4.0
2020-07-30,2882.63,-0.0122634850364238,7.202,4.25,3.4,4.0
2020-07-31,2911.57,0.0100394431474035,7.202,4.25,3.4,4.0
2020-08-03,2929.97,0.0063196145035151,8.202,4.25,3.6,4.0
2020-08-04,2940.46,0.0035802414359191,8.202,4.25,3.6,4.0
2020-08-05,2992.78,0.0177931344075417,8.202,4.25,3.6,4.0
2020-08-06,2988.5,-0.0014301084610296,8.202,4.25,3.6,4.0
2020-08-07,2972.35,-0.00540404885394,8.202,4.25,3.6,4.0
2020-08-10,2960.78,-0.0038925429374063,8.202,4.25,3.6,4.0
2020-08-11,3005.63,0.0151480353150184,8.202,4.25,3.6,4.0
2020-08-12,3053.99,0.0160898047996591,8.202,4.25,3.6,4.0
2020-08-13,3080.44,0.0086608011159172,8.202,4.25,3.6,4.0
2020-08-14,3061.99,-0.005989404111101,8.202,4.25,3.6,4.0
2020-08-17,3052.46,-0.0031123550370836,8.202,4.25,3.6,4.0
2020-08-18,3050.7,-0.0005765841321426,8.202,4.25,3.6,4.0
2020-08-19,3056.54,0.0019143147474349,8.202,4.25,3.6,4.0
2020-08-20,2993.69,-0.0205624660563905,8.202,4.25,3.6,4.0
2020-08-21,2995.61,0.0006413489706682,8.202,4.25,3.6,4.0
2020-08-24,3029.42,0.0112865159349848,8.202,4.25,3.6,4.0
2020-08-25,3029.05,-0.0001221355903109,8.202,4.25,3.6,4.0
2020-08-26,3051.97,0.0075667288423761,8.202,4.25,3.6,4.0
2020-08-27,3012.01,-0.0130931824362623,8.202,4.25,3.6,4.0
2020-08-28,2980.17,-0.0105710140404581,8.202,4.25,3.6,4.0
2020-08-31,2966.2,-0.0046876520466954,8.202,4.25,3.6,4.0
2020-09-01,2975.0,0.0029667588159936,9.202,4.25,3.7,4.0
2020-09-02,2956.5,-0.006218487394958,9.202,4.25,3.7,4.0
2020-09-03,2931.92,-0.0083138846609166,9.202,4.25,3.7,4.0
2020-09-04,2921.55,-0.0035369314305983,9.202,4.25,3.7,4.0
2020-09-07,2932.29,0.0036761308209682,9.202,4.25,3.7,4.0
2020-09-08,2888.79,-0.0148348219309822,9.202,4.25,3.7,4.0
2020-09-09,2876.07,-0.0044032276489464,9.202,4.25,3.7,4.0
2020-09-10,2897.55,0.0074685247577424,9.202,4.25,3.7,4.0
2020-09-11,2910.51,0.0044727442149401,9.202,4.25,3.7,4.0
2020-09-14,2928.38,0.0061398174203146,9.202,4.25,3.7,4.0
2020-09-15,2980.58,0.0178255554265498,9.202,4.25,3.7,4.0
2020-09-16,2975.01,-0.0018687637976499,9.202,4.25,3.7,4.0
2020-09-17,2971.74,-0.0010991559692238,9.202,4.25,3.7,4.0
2020-09-18,2951.79,-0.0067132387086352,9.202,4.25,3.7,4.0
2020-09-21,2863.67,-0.0298530722036458,9.202,4.25,3.7,4.0
2020-09-22,2884.66,0.0073297551743041,9.202,4.25,3.7,4.0
2020-09-23,2916.39,0.0109995632067556,9.202,4.25,3.7,4.0
2020-09-24,2912.76,-0.0012446894962606,9.202,4.25,3.7,4.0
2020-09-25,2896.83,-0.0054690396737115,9.202,4.25,3.7,4.0
2020-09-28,2927.17,0.0104735176037256,9.202,4.25,3.7,4.0
2020-09-29,2910.12,-0.0058247385700181,9.202,4.25,3.7,4.0
2020-09-30,2905.81,-0.0014810385826014,9.202,4.25,3.7,4.0
2020-10-01,2889.8,-0.0055096513536672,10.202,4.25,4.0,4.0
2020-10-02,2852.42,-0.0129351512215378,10.202,4.25,4.0,4.0
2020-10-05,2881.98,0.0103631302543103,10.202,4.25,4.0,4.0
2020-10-06,2892.99,0.0038202902171422,10.202,4.25,4.0,4.0
2020-10-07,2842.58,-0.0174248787586545,10.202,4.25,4.0,4.0
2020-10-08,2846.39,0.0013403316705247,10.202,4.25,4.0,4.0
2020-10-09,2834.09,-0.0043212630735772,10.202,4.25,4.0,4.0
2020-10-12,2846.14,0.0042518056942439,10.202,4.25,4.0,4.0
2020-10-13,2829.23,-0.0059413802553633,10.202,4.25,4.0,4.0
2020-10-14,2856.08,0.009490214652043,10.202,4.25,4.0,4.0
2020-10-15,2817.29,-0.0135815523374694,10.202,4.25,4.0,4.0
2020-10-16,2799.54,-0.0063003808624599,10.202,4.25,4.0,4.0
2020-10-19,2794.27,-0.0018824521171335,10.202,4.25,4.0,4.0
2020-10-20,2803.06,0.0031457232121447,10.202,4.25,4.0,4.0
2020-10-21,2786.23,-0.0060041526046534,10.202,4.25,4.0,4.0
2020-10-22,2803.17,0.0060799000800364,10.202,4.25,4.0,4.0
2020-10-23,2816.7,0.0048266783677051,10.202,4.25,4.0,4.0
2020-10-26,2785.59,-0.0110448397060388,10.202,4.25,4.0,4.0
2020-10-27,2763.03,-0.0080988228705588,10.202,4.25,4.0,4.0
2020-10-28,2693.46,-0.0251788797081465,10.202,4.25,4.0,4.0
2020-10-29,2709.04,0.0057843814276061,10.202,4.25,4.0,4.0
2020-10-30,2690.59,-0.0068105306676903,10.202,4.25,4.0,4.0
2020-11-02,2737.54,0.0174497043399401,11.202,4.25,4.4,4.0
2020-11-03,2786.42,0.0178554468610505,11.202,4.25,4.4,4.0
2020-11-05,2861.39,0.0269054916344269,11.202,4.25,4.4,4.0
2020-11-06,2895.62,0.0119627174205543,11.202,4.25,4.4,4.0
2020-11-09,2987.75,0.0318170201891132,11.202,4.25,4.4,4.0
2020-11-10,2998.61,0.0036348422726131,11.202,4.25,4.4,4.0
2020-11-11,3015.03,0.0054758704866588,11.202,4.25,4.4,4.0
2020-11-12,3025.83,0.0035820539099111,11.202,4.25,4.4,4.0
2020-11-13,3025.22,-0.0002015975781851,11.202,4.25,4.4,4.0
2020-11-16,3079.74,0.0180218298173355,11.202,4.25,4.4,4.0
2020-11-17,3052.22,-0.0089358192574697,11.202,4.25,4.4,4.0
2020-11-18,3080.68,0.0093243606293125,11.202,4.25,4.4,4.0
2020-11-19,3046.49,-0.0110981990989003,11.202,4.25,4.4,4.0
2020-11-20,3051.04,0.0014935220532481,11.202,4.25,4.4,4.0
2020-11-23,3047.06,-0.0013044732288006,11.202,4.25,4.4,4.0
2020-11-24,3095.84,0.0160088741278479,11.202,4.25,4.4,4.0
2020-11-25,3134.52,0.0124941857460332,11.202,4.25,4.4,4.0
2020-11-26,3138.62,0.0013080152623048,11.202,4.25,4.4,4.0
2020-11-27,3142.68,0.0012935621387744,11.202,4.25,4.4,4.0
2020-11-30,3107.58,-0.0111688113330024,11.202,4.25,4.4,4.0
2020-12-01,3147.79,0.0129393289955528,12.202,4.25,4.9,4.0
2020-12-02,3189.61,0.0132855114222996,12.202,4.25,4.9,4.0
2020-12-03,3162.67,-0.0084461736701352,12.202,4.25,4.9,4.0
2020-12-04,3184.72,0.0069719572386621,12.202,4.25,4.9,4.0
2020-12-07,3195.08,0.0032530332336908,12.202,4.25,4.9,4.0
